system:index,ET_mm_mes,Pozo,anio,fecha,mes,.geo
14_00000000000000000000,97.6,1,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
14_00000000000000000001,98.7,2A,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
14_00000000000000000002,97.6,2B,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
14_00000000000000000003,97.6,3,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
14_00000000000000000004,97.6,4,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
14_00000000000000000005,97.6,5,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
14_00000000000000000006,97.6,6,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
14_00000000000000000007,95.3,7,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
14_00000000000000000008,95.3,8,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
14_00000000000000000009,96.30000000000001,9,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
14_0000000000000000000a,102.5,10,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
14_0000000000000000000b,102.5,11,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
14_0000000000000000000c,98.7,13,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
14_0000000000000000000d,99.00000000000001,14,2021,2021-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
15_00000000000000000000,122.4,1,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
15_00000000000000000001,120.9,2A,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
15_00000000000000000002,122.4,2B,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
15_00000000000000000003,122.4,3,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
15_00000000000000000004,122.4,4,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
15_00000000000000000005,122.4,5,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
15_00000000000000000006,122.4,6,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
15_00000000000000000007,124.5,7,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
15_00000000000000000008,124.5,8,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
15_00000000000000000009,122.9,9,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
15_0000000000000000000a,124.10000000000001,10,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
15_0000000000000000000b,124.10000000000001,11,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
15_0000000000000000000c,120.9,13,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
15_0000000000000000000d,121.90000000000002,14,2022,2022-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
16_00000000000000000000,127.89999999999999,1,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
16_00000000000000000001,123.30000000000001,2A,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
16_00000000000000000002,127.89999999999999,2B,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
16_00000000000000000003,127.89999999999999,3,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
16_00000000000000000004,127.89999999999999,4,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
16_00000000000000000005,127.89999999999999,5,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
16_00000000000000000006,127.89999999999999,6,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
16_00000000000000000007,119.10000000000001,7,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
16_00000000000000000008,119.10000000000001,8,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
16_00000000000000000009,133.0,9,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
16_0000000000000000000a,136.4,10,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
16_0000000000000000000b,136.4,11,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
16_0000000000000000000c,123.30000000000001,13,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
16_0000000000000000000d,123.70000000000002,14,2022,2022-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
17_00000000000000000000,125.5,1,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
17_00000000000000000001,137.8,2A,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
17_00000000000000000002,125.5,2B,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
17_00000000000000000003,125.5,3,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
17_00000000000000000004,125.5,4,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
17_00000000000000000005,125.5,5,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
17_00000000000000000006,125.5,6,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
17_00000000000000000007,129.8,7,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
17_00000000000000000008,129.8,8,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
17_00000000000000000009,140.60000000000002,9,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
17_0000000000000000000a,137.6,10,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
17_0000000000000000000b,137.6,11,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
17_0000000000000000000c,137.8,13,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
17_0000000000000000000d,147.20000000000002,14,2022,2022-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
18_00000000000000000000,97.6,1,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
18_00000000000000000001,97.9,2A,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
18_00000000000000000002,97.6,2B,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
18_00000000000000000003,97.6,3,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
18_00000000000000000004,97.6,4,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
18_00000000000000000005,97.6,5,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
18_00000000000000000006,97.6,6,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
18_00000000000000000007,101.10000000000001,7,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
18_00000000000000000008,101.10000000000001,8,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
18_00000000000000000009,103.80000000000001,9,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
18_0000000000000000000a,99.60000000000001,10,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
18_0000000000000000000b,99.60000000000001,11,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
18_0000000000000000000c,97.9,13,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
18_0000000000000000000d,96.5,14,2022,2022-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
19_00000000000000000000,124.60000000000001,1,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
19_00000000000000000001,125.0,2A,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
19_00000000000000000002,124.60000000000001,2B,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
19_00000000000000000003,124.60000000000001,3,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
19_00000000000000000004,124.60000000000001,4,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
19_00000000000000000005,124.60000000000001,5,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
19_00000000000000000006,124.60000000000001,6,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
19_00000000000000000007,124.1,7,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
19_00000000000000000008,124.1,8,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
19_00000000000000000009,129.6,9,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
19_0000000000000000000a,123.7,10,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
19_0000000000000000000b,123.7,11,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
19_0000000000000000000c,125.0,13,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
19_0000000000000000000d,125.30000000000001,14,2022,2022-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
20_00000000000000000000,109.10000000000002,1,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
20_00000000000000000001,108.9,2A,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
20_00000000000000000002,109.10000000000002,2B,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
20_00000000000000000003,109.10000000000002,3,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
20_00000000000000000004,109.10000000000002,4,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
20_00000000000000000005,109.10000000000002,5,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
20_00000000000000000006,109.10000000000002,6,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
20_00000000000000000007,108.4,7,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
20_00000000000000000008,108.4,8,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
20_00000000000000000009,115.60000000000001,9,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
20_0000000000000000000a,111.7,10,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
20_0000000000000000000b,111.7,11,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
20_0000000000000000000c,108.9,13,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
20_0000000000000000000d,105.9,14,2022,2022-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
21_00000000000000000000,113.70000000000002,1,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
21_00000000000000000001,112.8,2A,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
21_00000000000000000002,113.70000000000002,2B,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
21_00000000000000000003,113.70000000000002,3,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
21_00000000000000000004,113.70000000000002,4,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
21_00000000000000000005,113.70000000000002,5,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
21_00000000000000000006,113.70000000000002,6,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
21_00000000000000000007,114.30000000000001,7,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
21_00000000000000000008,114.30000000000001,8,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
21_00000000000000000009,125.9,9,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
21_0000000000000000000a,120.4,10,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
21_0000000000000000000b,120.4,11,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
21_0000000000000000000c,112.8,13,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
21_0000000000000000000d,120.0,14,2022,2022-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
22_00000000000000000000,111.80000000000001,1,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
22_00000000000000000001,112.30000000000001,2A,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
22_00000000000000000002,111.80000000000001,2B,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
22_00000000000000000003,111.80000000000001,3,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
22_00000000000000000004,111.80000000000001,4,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
22_00000000000000000005,111.80000000000001,5,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
22_00000000000000000006,111.80000000000001,6,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
22_00000000000000000007,115.4,7,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
22_00000000000000000008,115.4,8,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
22_00000000000000000009,117.70000000000002,9,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
22_0000000000000000000a,121.1,10,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
22_0000000000000000000b,121.1,11,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
22_0000000000000000000c,112.30000000000001,13,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
22_0000000000000000000d,113.9,14,2022,2022-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
23_00000000000000000000,112.7,1,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
23_00000000000000000001,104.69999999999999,2A,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
23_00000000000000000002,112.7,2B,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
23_00000000000000000003,112.7,3,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
23_00000000000000000004,112.7,4,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
23_00000000000000000005,112.7,5,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
23_00000000000000000006,112.7,6,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
23_00000000000000000007,116.60000000000001,7,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
23_00000000000000000008,116.60000000000001,8,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
23_00000000000000000009,113.6,9,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
23_0000000000000000000a,104.50000000000001,10,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
23_0000000000000000000b,104.50000000000001,11,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
23_0000000000000000000c,104.69999999999999,13,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
23_0000000000000000000d,105.60000000000001,14,2022,2022-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
24_00000000000000000000,53.0,1,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
24_00000000000000000001,49.8,2A,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
24_00000000000000000002,53.0,2B,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
24_00000000000000000003,53.0,3,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
24_00000000000000000004,53.0,4,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
24_00000000000000000005,53.0,5,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
24_00000000000000000006,53.0,6,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
24_00000000000000000007,51.3,7,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
24_00000000000000000008,51.3,8,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
24_00000000000000000009,53.400000000000006,9,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
24_0000000000000000000a,50.6,10,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
24_0000000000000000000b,50.6,11,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
24_0000000000000000000c,49.8,13,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
24_0000000000000000000d,53.0,14,2022,2022-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
25_00000000000000000000,91.3,1,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
25_00000000000000000001,94.9,2A,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
25_00000000000000000002,91.3,2B,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
25_00000000000000000003,91.3,3,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
25_00000000000000000004,91.3,4,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
25_00000000000000000005,91.3,5,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
25_00000000000000000006,91.3,6,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
25_00000000000000000007,105.60000000000001,7,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
25_00000000000000000008,105.60000000000001,8,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
25_00000000000000000009,106.2,9,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
25_0000000000000000000a,117.30000000000001,10,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
25_0000000000000000000b,117.30000000000001,11,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
25_0000000000000000000c,94.9,13,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
25_0000000000000000000d,100.89999999999999,14,2022,2022-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
26_00000000000000000000,86.20000000000002,1,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
26_00000000000000000001,84.0,2A,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
26_00000000000000000002,86.20000000000002,2B,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
26_00000000000000000003,86.20000000000002,3,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
26_00000000000000000004,86.20000000000002,4,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
26_00000000000000000005,86.20000000000002,5,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
26_00000000000000000006,86.20000000000002,6,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
26_00000000000000000007,96.5,7,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
26_00000000000000000008,96.5,8,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
26_00000000000000000009,91.70000000000002,9,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
26_0000000000000000000a,93.19999999999999,10,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
26_0000000000000000000b,93.19999999999999,11,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
26_0000000000000000000c,84.0,13,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
26_0000000000000000000d,81.60000000000001,14,2022,2022-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
27_00000000000000000000,112.6,1,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
27_00000000000000000001,97.8,2A,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
27_00000000000000000002,112.6,2B,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
27_00000000000000000003,112.6,3,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
27_00000000000000000004,112.6,4,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
27_00000000000000000005,112.6,5,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
27_00000000000000000006,112.6,6,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
27_00000000000000000007,101.5,7,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
27_00000000000000000008,101.5,8,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
27_00000000000000000009,109.50000000000001,9,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
27_0000000000000000000a,100.9,10,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
27_0000000000000000000b,100.9,11,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
27_0000000000000000000c,97.8,13,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
27_0000000000000000000d,96.5,14,2023,2023-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
