system:index,ET_mm_mes,Pozo,anio,fecha,mes,.geo
28_00000000000000000000,137.0,1,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
28_00000000000000000001,129.60000000000002,2A,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
28_00000000000000000002,137.0,2B,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
28_00000000000000000003,137.0,3,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
28_00000000000000000004,137.0,4,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
28_00000000000000000005,137.0,5,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
28_00000000000000000006,137.0,6,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
28_00000000000000000007,119.10000000000001,7,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
28_00000000000000000008,119.10000000000001,8,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
28_00000000000000000009,141.4,9,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
28_0000000000000000000a,132.4,10,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
28_0000000000000000000b,132.4,11,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
28_0000000000000000000c,129.60000000000002,13,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
28_0000000000000000000d,131.4,14,2023,2023-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
29_00000000000000000000,116.19999999999999,1,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
29_00000000000000000001,113.1,2A,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
29_00000000000000000002,116.19999999999999,2B,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
29_00000000000000000003,116.19999999999999,3,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
29_00000000000000000004,116.19999999999999,4,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
29_00000000000000000005,116.19999999999999,5,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
29_00000000000000000006,116.19999999999999,6,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
29_00000000000000000007,116.80000000000001,7,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
29_00000000000000000008,116.80000000000001,8,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
29_00000000000000000009,122.0,9,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
29_0000000000000000000a,116.60000000000002,10,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
29_0000000000000000000b,116.60000000000002,11,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
29_0000000000000000000c,113.1,13,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
29_0000000000000000000d,110.70000000000002,14,2023,2023-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
30_00000000000000000000,94.80000000000001,1,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
30_00000000000000000001,91.60000000000001,2A,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
30_00000000000000000002,94.80000000000001,2B,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
30_00000000000000000003,94.80000000000001,3,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
30_00000000000000000004,94.80000000000001,4,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
30_00000000000000000005,94.80000000000001,5,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
30_00000000000000000006,94.80000000000001,6,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
30_00000000000000000007,96.60000000000001,7,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
30_00000000000000000008,96.60000000000001,8,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
30_00000000000000000009,98.30000000000001,9,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
30_0000000000000000000a,93.20000000000002,10,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
30_0000000000000000000b,93.20000000000002,11,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
30_0000000000000000000c,91.60000000000001,13,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
30_0000000000000000000d,91.4,14,2023,2023-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
31_00000000000000000000,139.1,1,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
31_00000000000000000001,142.8,2A,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
31_00000000000000000002,139.1,2B,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
31_00000000000000000003,139.1,3,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
31_00000000000000000004,139.1,4,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
31_00000000000000000005,139.1,5,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
31_00000000000000000006,139.1,6,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
31_00000000000000000007,142.9,7,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
31_00000000000000000008,142.9,8,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
31_00000000000000000009,136.80000000000004,9,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
31_0000000000000000000a,131.10000000000002,10,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
31_0000000000000000000b,131.10000000000002,11,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
31_0000000000000000000c,142.8,13,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
31_0000000000000000000d,142.9,14,2023,2023-05-01,5,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
32_00000000000000000000,148.8,1,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
32_00000000000000000001,132.1,2A,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
32_00000000000000000002,148.8,2B,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
32_00000000000000000003,148.8,3,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
32_00000000000000000004,148.8,4,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
32_00000000000000000005,148.8,5,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
32_00000000000000000006,148.8,6,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
32_00000000000000000007,135.3,7,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
32_00000000000000000008,135.3,8,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
32_00000000000000000009,136.0,9,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
32_0000000000000000000a,135.3,10,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
32_0000000000000000000b,135.3,11,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
32_0000000000000000000c,132.1,13,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
32_0000000000000000000d,130.7,14,2023,2023-06-01,6,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
33_00000000000000000000,140.0,1,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
33_00000000000000000001,125.00000000000001,2A,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
33_00000000000000000002,140.0,2B,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
33_00000000000000000003,140.0,3,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
33_00000000000000000004,140.0,4,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
33_00000000000000000005,140.0,5,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
33_00000000000000000006,140.0,6,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
33_00000000000000000007,131.20000000000002,7,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
33_00000000000000000008,131.20000000000002,8,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
33_00000000000000000009,135.5,9,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
33_0000000000000000000a,135.60000000000002,10,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
33_0000000000000000000b,135.60000000000002,11,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
33_0000000000000000000c,125.00000000000001,13,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
33_0000000000000000000d,132.0,14,2023,2023-07-01,7,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
34_00000000000000000000,129.2,1,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
34_00000000000000000001,134.2,2A,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
34_00000000000000000002,129.2,2B,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
34_00000000000000000003,129.2,3,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
34_00000000000000000004,129.2,4,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
34_00000000000000000005,129.2,5,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
34_00000000000000000006,129.2,6,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
34_00000000000000000007,125.2,7,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
34_00000000000000000008,125.2,8,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
34_00000000000000000009,135.4,9,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
34_0000000000000000000a,130.6,10,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
34_0000000000000000000b,130.6,11,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
34_0000000000000000000c,134.2,13,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
34_0000000000000000000d,118.9,14,2023,2023-08-01,8,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
35_00000000000000000000,114.9,1,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
35_00000000000000000001,115.9,2A,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
35_00000000000000000002,114.9,2B,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
35_00000000000000000003,114.9,3,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
35_00000000000000000004,114.9,4,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
35_00000000000000000005,114.9,5,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
35_00000000000000000006,114.9,6,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
35_00000000000000000007,111.30000000000001,7,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
35_00000000000000000008,111.30000000000001,8,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
35_00000000000000000009,114.60000000000001,9,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
35_0000000000000000000a,111.5,10,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
35_0000000000000000000b,111.5,11,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
35_0000000000000000000c,115.9,13,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
35_0000000000000000000d,110.8,14,2023,2023-09-01,9,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
36_00000000000000000000,80.3,1,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
36_00000000000000000001,82.5,2A,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
36_00000000000000000002,80.3,2B,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
36_00000000000000000003,80.3,3,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
36_00000000000000000004,80.3,4,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
36_00000000000000000005,80.3,5,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
36_00000000000000000006,80.3,6,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
36_00000000000000000007,84.0,7,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
36_00000000000000000008,84.0,8,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
36_00000000000000000009,81.60000000000001,9,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
36_0000000000000000000a,84.9,10,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
36_0000000000000000000b,84.9,11,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
36_0000000000000000000c,82.5,13,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
36_0000000000000000000d,84.80000000000001,14,2023,2023-10-01,10,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
37_00000000000000000000,116.60000000000001,1,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
37_00000000000000000001,112.70000000000002,2A,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
37_00000000000000000002,116.60000000000001,2B,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
37_00000000000000000003,116.60000000000001,3,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
37_00000000000000000004,116.60000000000001,4,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
37_00000000000000000005,116.60000000000001,5,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
37_00000000000000000006,116.60000000000001,6,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
37_00000000000000000007,116.20000000000002,7,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
37_00000000000000000008,116.20000000000002,8,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
37_00000000000000000009,112.1,9,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
37_0000000000000000000a,135.7,10,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
37_0000000000000000000b,135.7,11,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
37_0000000000000000000c,112.70000000000002,13,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
37_0000000000000000000d,130.70000000000002,14,2023,2023-11-01,11,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
38_00000000000000000000,107.00000000000001,1,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
38_00000000000000000001,99.60000000000001,2A,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
38_00000000000000000002,107.00000000000001,2B,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
38_00000000000000000003,107.00000000000001,3,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
38_00000000000000000004,107.00000000000001,4,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
38_00000000000000000005,107.00000000000001,5,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
38_00000000000000000006,107.00000000000001,6,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
38_00000000000000000007,98.60000000000001,7,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
38_00000000000000000008,98.60000000000001,8,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
38_00000000000000000009,106.6,9,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
38_0000000000000000000a,105.80000000000001,10,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
38_0000000000000000000b,105.80000000000001,11,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
38_0000000000000000000c,99.60000000000001,13,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
38_0000000000000000000d,103.1,14,2023,2023-12-01,12,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
39_00000000000000000000,128.6,1,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
39_00000000000000000001,123.9,2A,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
39_00000000000000000002,128.6,2B,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
39_00000000000000000003,128.6,3,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
39_00000000000000000004,128.6,4,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
39_00000000000000000005,128.6,5,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
39_00000000000000000006,128.6,6,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
39_00000000000000000007,133.20000000000002,7,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
39_00000000000000000008,133.20000000000002,8,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
39_00000000000000000009,133.0,9,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
39_0000000000000000000a,126.4,10,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
39_0000000000000000000b,126.4,11,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
39_0000000000000000000c,123.9,13,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
39_0000000000000000000d,127.3,14,2024,2024-01-01,1,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
40_00000000000000000000,136.2,1,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
40_00000000000000000001,129.8,2A,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
40_00000000000000000002,136.2,2B,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
40_00000000000000000003,136.2,3,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
40_00000000000000000004,136.2,4,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
40_00000000000000000005,136.2,5,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
40_00000000000000000006,136.2,6,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
40_00000000000000000007,136.60000000000002,7,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
40_00000000000000000008,136.60000000000002,8,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
40_00000000000000000009,139.6,9,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
40_0000000000000000000a,144.7,10,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
40_0000000000000000000b,144.7,11,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
40_0000000000000000000c,129.8,13,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
40_0000000000000000000d,133.1,14,2024,2024-02-01,2,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
41_00000000000000000000,173.4,1,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
41_00000000000000000001,162.3,2A,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
41_00000000000000000002,173.4,2B,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
41_00000000000000000003,173.4,3,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
41_00000000000000000004,173.4,4,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
41_00000000000000000005,173.4,5,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
41_00000000000000000006,173.4,6,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
41_00000000000000000007,166.0,7,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
41_00000000000000000008,166.0,8,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
41_00000000000000000009,173.70000000000002,9,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
41_0000000000000000000a,162.0,10,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
41_0000000000000000000b,162.0,11,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
41_0000000000000000000c,162.3,13,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
41_0000000000000000000d,154.4,14,2024,2024-03-01,3,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
42_00000000000000000000,132.4,1,2024,2024-04-01,4,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
