system:index,Pozo,anio,fecha,lluvia_mm_mes,mes,.geo
18_00000000000000000005,5,2022,2022-04-01,15.018607888836414,4,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
18_00000000000000000006,6,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
18_00000000000000000007,7,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
18_00000000000000000008,8,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
18_00000000000000000009,9,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
18_0000000000000000000a,10,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
18_0000000000000000000b,11,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
18_0000000000000000000c,13,2022,2022-04-01,15.018607888836414,4,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
18_0000000000000000000d,14,2022,2022-04-01,35.617330861932714,4,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
19_00000000000000000000,1,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
19_00000000000000000001,2A,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
19_00000000000000000002,2B,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
19_00000000000000000003,3,2022,2022-05-01,32.69917827635072,5,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
19_00000000000000000004,4,2022,2022-05-01,32.69917827635072,5,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
19_00000000000000000005,5,2022,2022-05-01,32.69917827635072,5,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
19_00000000000000000006,6,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
19_00000000000000000007,7,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
19_00000000000000000008,8,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
19_00000000000000000009,9,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
19_0000000000000000000a,10,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
19_0000000000000000000b,11,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
19_0000000000000000000c,13,2022,2022-05-01,32.69917827635072,5,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
19_0000000000000000000d,14,2022,2022-05-01,34.74055535811931,5,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
20_00000000000000000000,1,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
20_00000000000000000001,2A,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
20_00000000000000000002,2B,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
20_00000000000000000003,3,2022,2022-06-01,21.431684121489525,6,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
20_00000000000000000004,4,2022,2022-06-01,21.431684121489525,6,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
20_00000000000000000005,5,2022,2022-06-01,21.431684121489525,6,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
20_00000000000000000006,6,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
20_00000000000000000007,7,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
20_00000000000000000008,8,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
20_00000000000000000009,9,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
20_0000000000000000000a,10,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
20_0000000000000000000b,11,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
20_0000000000000000000c,13,2022,2022-06-01,21.431684121489525,6,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
20_0000000000000000000d,14,2022,2022-06-01,20.86436542123556,6,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
21_00000000000000000000,1,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
21_00000000000000000001,2A,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
21_00000000000000000002,2B,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
21_00000000000000000003,3,2022,2022-07-01,10.691235992708243,7,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
21_00000000000000000004,4,2022,2022-07-01,10.691235992708243,7,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
21_00000000000000000005,5,2022,2022-07-01,10.691235992708243,7,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
21_00000000000000000006,6,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
21_00000000000000000007,7,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
21_00000000000000000008,8,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
21_00000000000000000009,9,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
21_0000000000000000000a,10,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
21_0000000000000000000b,11,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
21_0000000000000000000c,13,2022,2022-07-01,10.691235992708243,7,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
21_0000000000000000000d,14,2022,2022-07-01,10.505999276880175,7,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
22_00000000000000000000,1,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
22_00000000000000000001,2A,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
22_00000000000000000002,2B,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
22_00000000000000000003,3,2022,2022-08-01,7.515260249376297,8,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
22_00000000000000000004,4,2022,2022-08-01,7.515260249376297,8,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
22_00000000000000000005,5,2022,2022-08-01,7.515260249376297,8,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
22_00000000000000000006,6,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
22_00000000000000000007,7,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
22_00000000000000000008,8,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
22_00000000000000000009,9,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
22_0000000000000000000a,10,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
22_0000000000000000000b,11,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
22_0000000000000000000c,13,2022,2022-08-01,7.515260249376297,8,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
22_0000000000000000000d,14,2022,2022-08-01,6.621302537620068,8,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
23_00000000000000000000,1,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
23_00000000000000000001,2A,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
23_00000000000000000002,2B,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
23_00000000000000000003,3,2022,2022-09-01,11.643971495330334,9,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
23_00000000000000000004,4,2022,2022-09-01,11.643971495330334,9,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
23_00000000000000000005,5,2022,2022-09-01,11.643971495330334,9,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
23_00000000000000000006,6,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
23_00000000000000000007,7,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
23_00000000000000000008,8,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
23_00000000000000000009,9,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
23_0000000000000000000a,10,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
23_0000000000000000000b,11,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
23_0000000000000000000c,13,2022,2022-09-01,11.643971495330334,9,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
23_0000000000000000000d,14,2022,2022-09-01,14.080424113199115,9,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
24_00000000000000000000,1,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
24_00000000000000000001,2A,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
24_00000000000000000002,2B,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
24_00000000000000000003,3,2022,2022-10-01,4.3757569613080705,10,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
24_00000000000000000004,4,2022,2022-10-01,4.3757569613080705,10,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
24_00000000000000000005,5,2022,2022-10-01,4.3757569613080705,10,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
24_00000000000000000006,6,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
24_00000000000000000007,7,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
24_00000000000000000008,8,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
24_00000000000000000009,9,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
24_0000000000000000000a,10,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
24_0000000000000000000b,11,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
24_0000000000000000000c,13,2022,2022-10-01,4.3757569613080705,10,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
24_0000000000000000000d,14,2022,2022-10-01,1.9134485504691838,10,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
25_00000000000000000000,1,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
25_00000000000000000001,2A,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
25_00000000000000000002,2B,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
25_00000000000000000003,3,2022,2022-11-01,5.523927396163344,11,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
25_00000000000000000004,4,2022,2022-11-01,5.523927396163344,11,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
25_00000000000000000005,5,2022,2022-11-01,5.523927396163344,11,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
25_00000000000000000006,6,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
25_00000000000000000007,7,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
25_00000000000000000008,8,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
25_00000000000000000009,9,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
25_0000000000000000000a,10,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
25_0000000000000000000b,11,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
25_0000000000000000000c,13,2022,2022-11-01,5.523927396163344,11,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
25_0000000000000000000d,14,2022,2022-11-01,5.665671933442354,11,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
26_00000000000000000000,1,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
26_00000000000000000001,2A,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
26_00000000000000000002,2B,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
26_00000000000000000003,3,2022,2022-12-01,6.453475712798536,12,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
26_00000000000000000004,4,2022,2022-12-01,6.453475712798536,12,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
26_00000000000000000005,5,2022,2022-12-01,6.453475712798536,12,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
26_00000000000000000006,6,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
26_00000000000000000007,7,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
26_00000000000000000008,8,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
26_00000000000000000009,9,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
26_0000000000000000000a,10,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
26_0000000000000000000b,11,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
26_0000000000000000000c,13,2022,2022-12-01,6.453475712798536,12,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
26_0000000000000000000d,14,2022,2022-12-01,5.706954023102298,12,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
27_00000000000000000000,1,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
27_00000000000000000001,2A,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
27_00000000000000000002,2B,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
27_00000000000000000003,3,2023,2023-01-01,80.45715149864554,1,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
27_00000000000000000004,4,2023,2023-01-01,80.45715149864554,1,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
27_00000000000000000005,5,2023,2023-01-01,80.45715149864554,1,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
27_00000000000000000006,6,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
27_00000000000000000007,7,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
27_00000000000000000008,8,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
27_00000000000000000009,9,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
27_0000000000000000000a,10,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
27_0000000000000000000b,11,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
27_0000000000000000000c,13,2023,2023-01-01,80.45715149864554,1,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
27_0000000000000000000d,14,2023,2023-01-01,85.31855808978435,1,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
28_00000000000000000000,1,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
28_00000000000000000001,2A,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
28_00000000000000000002,2B,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
28_00000000000000000003,3,2023,2023-02-01,145.5257706567645,2,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
28_00000000000000000004,4,2023,2023-02-01,145.5257706567645,2,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
28_00000000000000000005,5,2023,2023-02-01,145.5257706567645,2,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
28_00000000000000000006,6,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
28_00000000000000000007,7,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
28_00000000000000000008,8,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
28_00000000000000000009,9,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
28_0000000000000000000a,10,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
28_0000000000000000000b,11,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
28_0000000000000000000c,13,2023,2023-02-01,145.5257706567645,2,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
28_0000000000000000000d,14,2023,2023-02-01,163.03601345792413,2,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
29_00000000000000000000,1,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
29_00000000000000000001,2A,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
29_00000000000000000002,2B,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
29_00000000000000000003,3,2023,2023-03-01,368.8092260360718,3,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
29_00000000000000000004,4,2023,2023-03-01,368.8092260360718,3,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
29_00000000000000000005,5,2023,2023-03-01,368.8092260360718,3,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
29_00000000000000000006,6,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
29_00000000000000000007,7,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
29_00000000000000000008,8,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
29_00000000000000000009,9,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
29_0000000000000000000a,10,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
29_0000000000000000000b,11,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
29_0000000000000000000c,13,2023,2023-03-01,368.8092260360718,3,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
29_0000000000000000000d,14,2023,2023-03-01,417.2208296060562,3,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
30_00000000000000000000,1,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
30_00000000000000000001,2A,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
30_00000000000000000002,2B,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
30_00000000000000000003,3,2023,2023-04-01,108.94525547511876,4,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
30_00000000000000000004,4,2023,2023-04-01,108.94525547511876,4,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
30_00000000000000000005,5,2023,2023-04-01,108.94525547511876,4,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
30_00000000000000000006,6,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
30_00000000000000000007,7,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
30_00000000000000000008,8,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
30_00000000000000000009,9,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
30_0000000000000000000a,10,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
30_0000000000000000000b,11,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
30_0000000000000000000c,13,2023,2023-04-01,108.94525547511876,4,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
30_0000000000000000000d,14,2023,2023-04-01,168.9533913694322,4,"{""type"":""Point"",""coordinates"":[-80.74939109928424,-1.7924127744006202]}"
31_00000000000000000000,1,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74978856992247,-1.7904772673668743]}"
31_00000000000000000001,2A,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74983296668937,-1.7921972737811613]}"
31_00000000000000000002,2B,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74973480787793,-1.7919951714837858]}"
31_00000000000000000003,3,2023,2023-05-01,51.77422788925469,5,"{""type"":""Point"",""coordinates"":[-80.75404163183657,-1.7918610324218451]}"
31_00000000000000000004,4,2023,2023-05-01,51.77422788925469,5,"{""type"":""Point"",""coordinates"":[-80.75284552065078,-1.7920405050100143]}"
31_00000000000000000005,5,2023,2023-05-01,51.77422788925469,5,"{""type"":""Point"",""coordinates"":[-80.75143985962639,-1.7906481461334953]}"
31_00000000000000000006,6,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74975285612159,-1.7905491162625187]}"
31_00000000000000000007,7,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74207215614447,-1.7895959830583716]}"
31_00000000000000000008,8,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74102347475167,-1.7887111350902782]}"
31_00000000000000000009,9,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.74052811207812,-1.788495503449671]}"
31_0000000000000000000a,10,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.73925193837103,-1.7867663408191323]}"
31_0000000000000000000b,11,2023,2023-05-01,59.1315742880106,5,"{""type"":""Point"",""coordinates"":[-80.7402024343937,-1.7876332121283303]}"
31_0000000000000000000c,13,2023,2023-05-01,51.77422788925469,5,"{""type"":""Point"",""coordinates"":[-80.75139502432718,-1.7921705425688443]}"
